K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,,,,,,,,,,,
500,3.5,0.358177357184,0.357717415862,0.358085368919,0.358177357184,,,,,,,,,,,
500,3.5,0.358044349199,0.357933202012,0.358022119761,0.358044349199,,,,,,,,,,,
480,3,0.357765486274,0.357671341291,0.357746657278,0.357765486274,,,,,,,,,,,
480,3,0.357671341291,0.357622229748,0.357632052057,0.357622229748,,,,,,,,,,,
300,5.1,0.355901523174,0.355759797657,0.35578814276,0.355759797657,,,,,,,,,,,
300,5.2,0.354473978463,0.353777466282,0.354334676026,0.354473978463,,,,,,,,,,,
560,3.5,0.355072542151,0.354338138777,0.354485019452,0.354338138777,,,,,,,,,,,
500,4,0.353493410858,0.353061733847,0.353148069249,0.353061733847,,,,,,,,,,,
520,4,0.352421392201,0.352421392201,0.352421392201,0.352421392201,,,,,,,,,,,
500,4,0.351734534801,0.351644827755,0.351716593392,0.351734534801,,,,,,,,,,,
520,4,0.352159449574,0.351412239784,0.351561681742,0.351412239784,,,,,,,,,,,
300,5.3,0.349681247677,0.3494325813,0.349482314575,0.3494325813,,,,,,,,,,,
300,5.4,0.348227297606,0.34814171605,0.348158832361,0.34814171605,,,,,,,,,,,
500,4.2,0.348101206037,0.3478273517,0.34804643517,0.348101206037,,,,,,,,,,,
520,4.2,0.348088785315,0.347710091635,0.348013046579,0.348088785315,,,,,,,,,,,
480,3.5,0.347688691332,0.347558761608,0.347662705387,0.347688691332,,,,,,,,,,,
480,3.5,0.347558761608,0.347422420947,0.347449689079,0.347422420947,,,,,,,,,,,
560,4,0.34719225087,0.34719225087,0.34719225087,0.34719225087,,,,,,,,,,,
500,4.2,0.347008577555,0.346978385056,0.347002539055,0.347008577555,,,,,,,,,,,
560,4.2,0.346995300602,0.346704296074,0.346937099697,0.346995300602,,,,,,,,,,,
600,4,0.346947970655,0.346517498689,0.346861876262,0.346947970655,,,,,,,,,,,
560,4.2,0.346995300602,0.346421155229,0.346535984303,0.346421155229,,,,,,,,,,,
500,4.5,0.346331132722,0.346328275878,0.346330561354,0.346331132722,,,,,,,,,,,
500,4.5,0.346328275878,0.34590255467,0.346243131637,0.346328275878,,,,,,,,,,,
600,4,0.345835413124,0.345835413124,0.345835413124,0.345835413124,,,,,,,,,,,
520,4.4,0.345701029072,0.345635310818,0.345687885422,0.345701029072,,,,,,,,,,,
300,5.5,0.345660727434,0.345135003533,0.345555582654,0.345660727434,,,,,,,,,,,
600,4.2,0.34528865971,0.343364298288,0.344903787426,0.34528865971,,,,,,,,,,,
300,4.5,0.344170877213,0.343841257191,0.344104953209,0.344170877213,,,,,,,,,,,
300,4.5,0.344170877213,0.344170877213,0.344170877213,0.344170877213,,,,,,,,,,,
520,4.6,0.34388758542,0.341808085985,0.343471685533,0.34388758542,,,,,,,,,,,
600,4.2,0.343637920321,0.343469056517,0.343502829278,0.343469056517,,,,,,,,,,,
500,4.4,0.343467635504,0.343467635504,0.343467635504,0.343467635504,,,,,,,,,,,
560,5.2,0.343755863945,0.343046619651,0.343188468509,0.343046619651,,,,,,,,,,,
500,5,0.342878399031,0.342379060325,0.34277853129,0.342878399031,,,,,,,,,,,
300,5.6,0.344452488385,0.342530085137,0.342914565786,0.342530085137,,,,,,,,,,,
500,5,0.343321358884,0.342473618096,0.342643166253,0.342473618096,,,,,,,,,,,
300,5,0.342374793713,0.342271937374,0.342292508642,0.342271937374,,,,,,,,,,,
300,5,0.342271937374,0.342062746294,0.342230099158,0.342271937374,,,,,,,,,,,
300,5.7,0.34210704526,0.341954515264,0.342076539261,0.34210704526,,,,,,,,,,,
600,4.4,0.341802727809,0.340773580093,0.341596898266,0.341802727809,,,,,,,,,,,
300,5.5,0.341487011432,0.340231817857,0.341235972717,0.341487011432,,,,,,,,,,,
500,4.7,0.341414412885,0.339827200475,0.341096970403,0.341414412885,,,,,,,,,,,
520,4.9,0.341418392052,0.341357505005,0.341369682414,0.341357505005,,,,,,,,,,,
560,5.5,0.341194771937,0.341051999378,0.341166217425,0.341194771937,,,,,,,,,,,
500,4.6,0.3415362562,0.341138167055,0.341217784884,0.341138167055,,,,,,,,,,,
520,4.7,0.34113348574,0.340113138034,0.340929416199,0.34113348574,,,,,,,,,,,
560,5.4,0.341170507827,0.341114761978,0.341125911147,0.341114761978,,,,,,,,,,,
560,5.7,0.341356838669,0.341089356889,0.341142853245,0.341089356889,,,,,,,,,,,
520,5,0.340951238646,0.340951238646,0.340951238646,0.340951238646,,,,,,,,,,,
520,4.8,0.342639656432,0.340793132361,0.341162437175,0.340793132361,,,,,,,,,,,
560,4.4,0.340881047798,0.340632922176,0.3406825473,0.340632922176,,,,,,,,,,,
440,3,0.34066385324,0.340436742683,0.340482164794,0.340436742683,,,,,,,,,,,
440,3,0.340256704114,0.340256704114,0.340256704114,0.340256704114,,,,,,,,,,,
500,4.8,0.340255128944,0.340186143544,0.340241331864,0.340255128944,,,,,,,,,,,
300,5.5,0.341301496104,0.340121610216,0.340357587394,0.340121610216,,,,,,,,,,,
600,4.5,0.339821618021,0.339691333862,0.339795561189,0.339821618021,,,,,,,,,,,
600,4.5,0.339781718108,0.339781718108,0.339781718108,0.339781718108,,,,,,,,,,,
500,5.5,0.339606436204,0.339393526959,0.339563854355,0.339606436204,,,,,,,,,,,
600,4.5,0.339587198886,0.339490592908,0.33956787769,0.339587198886,,,,,,,,,,,
520,5.1,0.339441055257,0.33938217741,0.339393952979,0.33938217741,,,,,,,,,,,
560,5.9,0.339350922804,0.339350922804,0.339350922804,0.339350922804,,,,,,,,,,,
500,5,0.339312297487,0.339097776961,0.339269393382,0.339312297487,,,,,,,,,,,
500,4.9,0.339326220421,0.339271760106,0.339282652169,0.339271760106,,,,,,,,,,,
560,4.6,0.339119227566,0.338890626041,0.339073507261,0.339119227566,,,,,,,,,,,
520,5.4,0.339073247952,0.339073247952,0.339073247952,0.339073247952,,,,,,,,,,,
600,4.7,0.338796224409,0.338763390535,0.338789657634,0.338796224409,,,,,,,,,,,
600,4.6,0.339521717047,0.338775832817,0.338925009663,0.338775832817,,,,,,,,,,,
300,5.9,0.338772147718,0.338772147718,0.338772147718,0.338772147718,,,,,,,,,,,
520,5.2,0.33877026696,0.338720862884,0.338760386145,0.33877026696,,,,,,,,,,,
560,4.5,0.338726412006,0.33846744037,0.338674617679,0.338726412006,,,,,,,,,,,
500,5.2,0.338568282434,0.338459052848,0.338480898765,0.338459052848,,,,,,,,,,,
500,5.3,0.338428792691,0.337720925791,0.338287219311,0.338428792691,,,,,,,,,,,
520,5.3,0.338460183519,0.338403547336,0.338414874573,0.338403547336,,,,,,,,,,,
500,5.5,0.339185112866,0.337913436051,0.338167771414,0.337913436051,,,,,,,,,,,
600,5,0.337840802721,0.337350090053,0.337742660188,0.337840802721,,,,,,,,,,,
600,5,0.337610773979,0.337267512798,0.337542121743,0.337610773979,,,,,,,,,,,
560,4.7,0.33756205522,0.337167996833,0.337483243543,0.33756205522,,,,,,,,,,,
500,5.1,0.338888774338,0.3370799515,0.337441716067,0.3370799515,,,,,,,,,,,
480,4,0.33701046744,0.336813690095,0.336971111971,0.33701046744,,,,,,,,,,,
600,5.2,0.336920033593,0.336920033593,0.336920033593,0.336920033593,,,,,,,,,,,
500,5.4,0.336911735589,0.336911735589,0.336911735589,0.336911735589,,,,,,,,,,,
600,5.3,0.336907541891,0.336876425527,0.336901318618,0.336907541891,,,,,,,,,,,
600,5.1,0.33747216511,0.336817306302,0.336948278064,0.336817306302,,,,,,,,,,,
600,5,0.337579816946,0.336721869049,0.336893458628,0.336721869049,,,,,,,,,,,
480,4,0.337032173569,0.336622011706,0.336704044079,0.336622011706,,,,,,,,,,,
600,4.9,0.336992943518,0.336612446607,0.336688545989,0.336612446607,,,,,,,,,,,
200,4.5,0.336297914749,0.33599303522,0.336236938843,0.336297914749,,,,,,,,,,,
560,4.8,0.336222797768,0.33530451198,0.33603914061,0.336222797768,,,,,,,,,,,
200,4.5,0.33599303522,0.33599303522,0.33599303522,0.33599303522,,,,,,,,,,,
600,5.4,0.336105643222,0.335799355589,0.335860613115,0.335799355589,,,,,,,,,,,
520,5.5,0.336568859753,0.33558772509,0.335783952022,0.33558772509,,,,,,,,,,,
560,7.6,0.335372569731,0.333403323556,0.334978720496,0.335372569731,,,,,,,,,,,
560,7,0.335320827388,0.33519987881,0.335224068526,0.33519987881,,,,,,,,,,,
600,5.5,0.335168795639,0.335168795639,0.335168795639,0.335168795639,,,,,,,,,,,
480,4.4,0.335164914654,0.335164914654,0.335164914654,0.335164914654,,,,,,,,,,,
480,4.2,0.335312239375,0.335016263438,0.335075458625,0.335016263438,,,,,,,,,,,
500,5.5,0.336104584627,0.334922365772,0.335158809543,0.334922365772,,,,,,,,,,,
600,5.5,0.334825124389,0.334825124389,0.334825124389,0.334825124389,,,,,,,,,,,
500,5.6,0.335073477573,0.334787593558,0.334844770361,0.334787593558,,,,,,,,,,,
560,4.9,0.335433400001,0.33472811,0.334869168,0.33472811,,,,,,,,,,,
520,5.6,0.334890266684,0.334524500445,0.334597653693,0.334524500445,,,,,,,,,,,
600,5.5,0.334350103852,0.334297017065,0.334339486495,0.334350103852,,,,,,,,,,,
600,5.7,0.334227226738,0.334184632292,0.334218707848,0.334227226738,,,,,,,,,,,
600,5.6,0.334184632292,0.334184632292,0.334184632292,0.334184632292,,,,,,,,,,,
520,5.7,0.334355286794,0.334156894294,0.334196572794,0.334156894294,,,,,,,,,,,
560,5,0.334709689455,0.334057140875,0.334187650591,0.334057140875,,,,,,,,,,,
560,8.5,0.333947191502,0.332639089954,0.333685571193,0.333947191502,,,,,,,,,,,
400,4.5,0.334030280245,0.333772373643,0.333823954964,0.333772373643,,,,,,,,,,,
560,10,0.333699611661,0.333439397978,0.333647568925,0.333699611661,,,,,,,,,,,
400,4.5,0.333633243153,0.333551670454,0.333616928613,0.333633243153,,,,,,,,,,,
440,3.5,0.3335234727,0.333170984179,0.333452974996,0.3335234727,,,,,,,,,,,
560,7.8,0.333403323556,0.333179597961,0.333358578437,0.333403323556,,,,,,,,,,,
480,4.6,0.334229734959,0.333288388714,0.333476657963,0.333288388714,,,,,,,,,,,
600,5.9,0.333216815362,0.333216815362,0.333216815362,0.333216815362,,,,,,,,,,,
560,7.5,0.335713961864,0.333087792847,0.333613026651,0.333087792847,,,,,,,,,,,
480,4.7,0.333139366086,0.33302358547,0.333046741593,0.33302358547,,,,,,,,,,,
560,9,0.333308925065,0.332715729758,0.33283436882,0.332715729758,,,,,,,,,,,
480,5.2,0.332615553994,0.332615553994,0.332615553994,0.332615553994,,,,,,,,,,,
560,9.5,0.332814387068,0.332567820463,0.332617133784,0.332567820463,,,,,,,,,,,
500,5.9,0.332647863185,0.332387205942,0.332439337391,0.332387205942,,,,,,,,,,,
480,5.1,0.332323942569,0.332323942569,0.332323942569,0.332323942569,,,,,,,,,,,
440,3.5,0.333413109988,0.332188932018,0.332433767612,0.332188932018,,,,,,,,,,,
480,5,0.332406472996,0.332180127033,0.332225396226,0.332180127033,,,,,,,,,,,
480,4.9,0.331984337284,0.331834393617,0.33195434855,0.331984337284,,,,,,,,,,,
520,5.9,0.331815314433,0.331766798575,0.331776501747,0.331766798575,,,,,,,,,,,
480,5.3,0.331553178388,0.330330635722,0.331308669855,0.331553178388,,,,,,,,,,,
480,5.5,0.330380514091,0.329609670357,0.330226345344,0.330380514091,,,,,,,,,,,
480,5.4,0.329955732106,0.329416206428,0.32984782697,0.329955732106,,,,,,,,,,,
400,5,0.330259653818,0.329786609427,0.329881218305,0.329786609427,,,,,,,,,,,
480,5.6,0.329609670357,0.329360044819,0.32955974525,0.329609670357,,,,,,,,,,,
360,3.5,0.330469063139,0.329104842307,0.329377686474,0.329104842307,,,,,,,,,,,
360,3.5,0.329554284173,0.329104842307,0.32919473068,0.329104842307,,,,,,,,,,,
480,5.9,0.328765206901,0.328765206901,0.328765206901,0.328765206901,,,,,,,,,,,
600,7,0.328696750022,0.328413530075,0.328640106032,0.328696750022,,,,,,,,,,,
400,5,0.329947150215,0.328692031189,0.328943054994,0.328692031189,,,,,,,,,,,
500,7,0.328616817218,0.328296651697,0.328552784114,0.328616817218,,,,,,,,,,,
400,5.5,0.32833666124,0.327181567168,0.328105642426,0.32833666124,,,,,,,,,,,
400,5.5,0.32833666124,0.325445981782,0.327758525349,0.32833666124,,,,,,,,,,,
600,7.6,0.328137586162,0.326900669759,0.327890202881,0.328137586162,,,,,,,,,,,
500,7.8,0.327848020596,0.327738332997,0.327826083076,0.327848020596,,,,,,,,,,,
600,7.5,0.327681504305,0.32730095291,0.327605394026,0.327681504305,,,,,,,,,,,
600,7.4,0.328715078675,0.327659908985,0.327870942923,0.327659908985,,,,,,,,,,,
500,7.5,0.327432695536,0.326054739121,0.327157104253,0.327432695536,,,,,,,,,,,
340,4,0.32667562586,0.325939284229,0.326528357534,0.32667562586,,,,,,,,,,,
340,4,0.32706949001,0.326343933313,0.326489044652,0.326343933313,,,,,,,,,,,
500,7.4,0.326289504587,0.326289504587,0.326289504587,0.326289504587,,,,,,,,,,,
500,7.6,0.328309633033,0.325744552703,0.326257568769,0.325744552703,,,,,,,,,,,
600,7.8,0.325287671419,0.325287671419,0.325287671419,0.325287671419,,,,,,,,,,,
500,9,0.325183343098,0.324768404068,0.325100355292,0.325183343098,,,,,,,,,,,
440,4,0.325080694616,0.325080694616,0.325080694616,0.325080694616,,,,,,,,,,,
440,4,0.325080694616,0.325080694616,0.325080694616,0.325080694616,,,,,,,,,,,
600,8,0.3257448713,0.324989522317,0.325140592114,0.324989522317,,,,,,,,,,,
500,8.5,0.325516977812,0.324839142495,0.324974709558,0.324839142495,,,,,,,,,,,
600,8.5,0.324521971893,0.324449695093,0.324507516533,0.324521971893,,,,,,,,,,,
600,10,0.324376266939,0.323750214224,0.324251056396,0.324376266939,,,,,,,,,,,
440,4.2,0.32421940091,0.32421940091,0.32421940091,0.32421940091,,,,,,,,,,,
600,9,0.324191232763,0.323688618896,0.32409070999,0.324191232763,,,,,,,,,,,
520,7,0.324114261086,0.323837898549,0.324058988579,0.324114261086,,,,,,,,,,,
480,7,0.3240049887,0.323659274509,0.323935845862,0.3240049887,,,,,,,,,,,
520,7.5,0.323748349895,0.321299295735,0.323258539063,0.323748349895,,,,,,,,,,,
440,4.2,0.32421940091,0.323593785095,0.323718908258,0.323593785095,,,,,,,,,,,
500,10,0.323429802365,0.323015130311,0.323346867954,0.323429802365,,,,,,,,,,,
500,9.5,0.323646013625,0.323368058762,0.323423649735,0.323368058762,,,,,,,,,,,
600,9.5,0.323844178492,0.323352688618,0.323450986593,0.323352688618,,,,,,,,,,,
520,10,0.323016294218,0.320507615077,0.32251455839,0.323016294218,,,,,,,,,,,
480,7.8,0.323504682521,0.322971101677,0.323077817845,0.322971101677,,,,,,,,,,,
520,8.5,0.323449979096,0.322916218891,0.323022970932,0.322916218891,,,,,,,,,,,
480,8.5,0.322834827084,0.322663640305,0.32269787766,0.322663640305,,,,,,,,,,,
520,9.5,0.323239124413,0.322653672265,0.322770762694,0.322653672265,,,,,,,,,,,
300,7,0.322607678279,0.321784003944,0.322442943412,0.322607678279,,,,,,,,,,,
480,7.4,0.322485942594,0.321956618434,0.322380077762,0.322485942594,,,,,,,,,,,
520,9,0.322653672265,0.32227164664,0.322348051765,0.32227164664,,,,,,,,,,,
480,7.5,0.322112229042,0.322019931174,0.322093769468,0.322112229042,,,,,,,,,,,
520,7.6,0.322086491484,0.321360617556,0.321941316698,0.322086491484,,,,,,,,,,,
250,4.5,0.32193603327,0.320643525871,0.32167753179,0.32193603327,,,,,,,,,,,
520,7.4,0.323393450982,0.321846950591,0.322156250669,0.321846950591,,,,,,,,,,,
80,5,0.321710519962,0.30494499056,0.318357414082,0.321710519962,,,,,,,,,,,
250,4.5,0.321845728513,0.321678328276,0.321711808323,0.321678328276,,,,,,,,,,,
520,7.8,0.323695062778,0.321643159067,0.322053539809,0.321643159067,,,,,,,,,,,
400,3.5,0.321824681563,0.321518738259,0.32157992692,0.321518738259,,,,,,,,,,,
400,3.5,0.321518738259,0.321193908014,0.32145377221,0.321518738259,,,,,,,,,,,
80,5.5,0.321431565425,0.305826941749,0.318310640689,0.321431565425,,,,,,,,,,,
480,7.6,0.322030437467,0.321215910477,0.321378815875,0.321215910477,,,,,,,,,,,
440,4.4,0.321223690473,0.320830467404,0.320909112018,0.320830467404,,,,,,,,,,,
76,5,0.320494131065,0.306123351781,0.317619975209,0.320494131065,,,,,,,,,,,
340,4.2,0.320492426239,0.320218630141,0.32043766702,0.320492426239,,,,,,,,,,,
480,9.5,0.320342686885,0.319482200433,0.320170589594,0.320342686885,,,,,,,,,,,
380,3.5,0.320794968644,0.32029645457,0.320396157385,0.32029645457,,,,,,,,,,,
380,3.5,0.32029645457,0.32029645457,0.32029645457,0.32029645457,,,,,,,,,,,
480,9,0.31991487275,0.319550501659,0.319841998532,0.31991487275,,,,,,,,,,,
480,10,0.318926799943,0.318203646461,0.318782169247,0.318926799943,,,,,,,,,,,
300,7.8,0.318538051646,0.317731713797,0.317892981367,0.317731713797,,,,,,,,,,,
300,7.5,0.3184279626,0.31768154807,0.317830830976,0.31768154807,,,,,,,,,,,
300,7.6,0.318225454273,0.317293987612,0.317480280944,0.317293987612,,,,,,,,,,,
250,5,0.31707348905,0.316946999539,0.317048191147,0.31707348905,,,,,,,,,,,
200,5,0.316966672239,0.316595283504,0.316892394492,0.316966672239,,,,,,,,,,,
250,5,0.316946999539,0.316946999539,0.316946999539,0.316946999539,,,,,,,,,,,
440,4.6,0.316637568347,0.316047725539,0.316519599785,0.316637568347,,,,,,,,,,,
440,5.6,0.31638239368,0.315637557168,0.316233426378,0.31638239368,,,,,,,,,,,
440,4.7,0.316843917307,0.316229204722,0.316352147239,0.316229204722,,,,,,,,,,,
200,5,0.315356692316,0.314938660832,0.315273086019,0.315356692316,,,,,,,,,,,
300,8,0.316193475011,0.315322701832,0.315496856468,0.315322701832,,,,,,,,,,,
440,5.3,0.315285649876,0.313981208335,0.315024761568,0.315285649876,,,,,,,,,,,
300,8.5,0.314864182684,0.314280444472,0.314747435042,0.314864182684,,,,,,,,,,,
380,4,0.314843383448,0.314737666644,0.314822240087,0.314843383448,,,,,,,,,,,
440,5.1,0.314552134504,0.313301447786,0.31430199716,0.314552134504,,,,,,,,,,,
440,5.4,0.3145168555,0.313929700789,0.314399424558,0.3145168555,,,,,,,,,,,
440,5.5,0.314247080585,0.314247080585,0.314247080585,0.314247080585,,,,,,,,,,,
440,5.2,0.314108253137,0.313879754067,0.314062553323,0.314108253137,,,,,,,,,,,
440,5,0.314097631329,0.313347865188,0.313947678101,0.314097631329,,,,,,,,,,,
380,4,0.315010358262,0.313980079123,0.31418613495,0.313980079123,,,,,,,,,,,
200,5.5,0.313923100777,0.313567864582,0.313852053538,0.313923100777,,,,,,,,,,,
440,4.9,0.314373108111,0.313740949265,0.313867381034,0.313740949265,,,,,,,,,,,
250,5.5,0.313567819457,0.313066991611,0.313467653888,0.313567819457,,,,,,,,,,,
200,5.5,0.313119543358,0.313076178953,0.313110870477,0.313119543358,,,,,,,,,,,
340,4.4,0.313235188089,0.313087800443,0.313117277972,0.313087800443,,,,,,,,,,,
250,5.5,0.31297301818,0.312808170823,0.312940048709,0.31297301818,,,,,,,,,,,
440,5.9,0.312812112208,0.312753442353,0.312800378237,0.312812112208,,,,,,,,,,,
150,4.5,0.313113240023,0.312605857181,0.31270733375,0.312605857181,,,,,,,,,,,
150,4.5,0.313049629939,0.312513628284,0.312620828615,0.312513628284,,,,,,,,,,,
380,4.2,0.311599976904,0.311599976904,0.311599976904,0.311599976904,,,,,,,,,,,
400,4,0.310423568667,0.309835455813,0.310305946096,0.310423568667,,,,,,,,,,,
340,4.5,0.310495501676,0.31032392375,0.310358239335,0.31032392375,,,,,,,,,,,
300,9,0.310110177266,0.309743297699,0.310036801352,0.310110177266,,,,,,,,,,,
400,4,0.309835455813,0.309835455813,0.309835455813,0.309835455813,,,,,,,,,,,
150,5,0.309339118048,0.308974201549,0.309266134748,0.309339118048,,,,,,,,,,,
150,5.5,0.309331726561,0.309258791885,0.30927337882,0.309258791885,,,,,,,,,,,
150,5,0.308910075742,0.307492120717,0.308626484737,0.308910075742,,,,,,,,,,,
400,4.2,0.308766870261,0.308766870261,0.308766870261,0.308766870261,,,,,,,,,,,
300,9.5,0.30871633587,0.30871633587,0.30871633587,0.30871633587,,,,,,,,,,,
360,4,0.308489139823,0.307789129201,0.308349137698,0.308489139823,,,,,,,,,,,
440,7,0.308715461665,0.308081860758,0.30820858094,0.308081860758,,,,,,,,,,,
80,4.5,0.322192981361,0.307963040256,0.310809028477,0.307963040256,,,,,,,,,,,
360,4,0.307926093722,0.307789129201,0.307898700818,0.307926093722,,,,,,,,,,,
300,10,0.30775876959,0.307568043912,0.307606189047,0.307568043912,,,,,,,,,,,
340,4.6,0.307514515323,0.3073783979,0.307487291838,0.307514515323,,,,,,,,,,,
71,5,0.307343989638,0.306338514377,0.307142894586,0.307343989638,,,,,,,,,,,
80,5,0.308804915575,0.306963880512,0.307332087524,0.306963880512,,,,,,,,,,,
80,4.5,0.306847785522,0.306585919397,0.306795412297,0.306847785522,,,,,,,,,,,
150,5.5,0.307324479704,0.306537438168,0.306694846475,0.306537438168,,,,,,,,,,,
440,7.8,0.30625032483,0.30625032483,0.30625032483,0.30625032483,,,,,,,,,,,
400,4.5,0.306240979952,0.305406516421,0.306074087246,0.306240979952,,,,,,,,,,,
440,7.4,0.306128966661,0.30611031112,0.306125235553,0.306128966661,,,,,,,,,,,
440,7.5,0.306011655093,0.306011655093,0.306011655093,0.306011655093,,,,,,,,,,,
440,7.6,0.306245559279,0.305995373175,0.306045410396,0.305995373175,,,,,,,,,,,
76,5,0.306391429581,0.305953287412,0.306040915846,0.305953287412,,,,,,,,,,,
380,4.4,0.306204701296,0.305920264787,0.305977152089,0.305920264787,,,,,,,,,,,
71,4.5,0.30641136587,0.305833590557,0.30594914562,0.305833590557,,,,,,,,,,,
76,4.5,0.306477529432,0.305707419804,0.30586144173,0.305707419804,,,,,,,,,,,
76,4.5,0.306038350284,0.305707419804,0.3057736059,0.305707419804,,,,,,,,,,,
71,5.5,0.318351976589,0.305681130754,0.308215299921,0.305681130754,,,,,,,,,,,
71,4.5,0.305405535079,0.304804547564,0.305285337576,0.305405535079,,,,,,,,,,,
340,4.7,0.305395863407,0.304998361345,0.305316362994,0.305395863407,,,,,,,,,,,
80,5.5,0.306298863397,0.305214802783,0.305431614906,0.305214802783,,,,,,,,,,,
76,5.5,0.321513987898,0.305186570673,0.308452054118,0.305186570673,,,,,,,,,,,
71,5.5,0.306145347667,0.305138381499,0.305339774732,0.305138381499,,,,,,,,,,,
400,4.4,0.305446191019,0.304790053978,0.304921281386,0.304790053978,,,,,,,,,,,
76,5.5,0.305514217685,0.304676961118,0.304844412431,0.304676961118,,,,,,,,,,,
71,5,0.320988834268,0.304541767746,0.30783118105,0.304541767746,,,,,,,,,,,
400,4.6,0.304300931681,0.304022120175,0.30424516938,0.304300931681,,,,,,,,,,,
440,8.5,0.30421827497,0.30421827497,0.30421827497,0.30421827497,,,,,,,,,,,
380,4.5,0.304499995174,0.304170439581,0.3042363507,0.304170439581,,,,,,,,,,,
440,9,0.303597060468,0.303031648252,0.303483978025,0.303597060468,,,,,,,,,,,
400,4.7,0.302944547813,0.30273055799,0.302901749848,0.302944547813,,,,,,,,,,,
440,9.5,0.302481513416,0.302110477945,0.302407306322,0.302481513416,,,,,,,,,,,
340,4.8,0.302445810506,0.302404835848,0.302437615574,0.302445810506,,,,,,,,,,,
440,10,0.3019121698,0.301654965815,0.301706406612,0.301654965815,,,,,,,,,,,
400,4.8,0.301641869072,0.30155124439,0.301569369327,0.30155124439,,,,,,,,,,,
360,4.2,0.301280777673,0.300720882409,0.30116879862,0.301280777673,,,,,,,,,,,
380,4.6,0.301271058643,0.299142073549,0.300845261624,0.301271058643,,,,,,,,,,,
340,4.9,0.300829454042,0.300100719776,0.300246466629,0.300100719776,,,,,,,,,,,
360,4.4,0.299873700131,0.299873700131,0.299873700131,0.299873700131,,,,,,,,,,,
400,4.9,0.299644259828,0.299399605014,0.299595328865,0.299644259828,,,,,,,,,,,
380,4.7,0.298925117805,0.298925117805,0.298925117805,0.298925117805,,,,,,,,,,,
340,5,0.300019629436,0.298430834254,0.29874859329,0.298430834254,,,,,,,,,,,
340,5.1,0.298064487434,0.297084234483,0.297868436844,0.298064487434,,,,,,,,,,,
400,5,0.297956506371,0.297554166776,0.297876038452,0.297956506371,,,,,,,,,,,
380,4.8,0.297868025325,0.29719788601,0.297733997462,0.297868025325,,,,,,,,,,,
400,5.1,0.297735856964,0.297153618629,0.297619409297,0.297735856964,,,,,,,,,,,
340,5.2,0.296901187572,0.295343805733,0.296589711204,0.296901187572,,,,,,,,,,,
400,5.6,0.295724611925,0.292286019694,0.295036893479,0.295724611925,,,,,,,,,,,
360,4.5,0.295559069992,0.295227139849,0.295492683963,0.295559069992,,,,,,,,,,,
380,4.9,0.295179803498,0.295031978843,0.295061543774,0.295031978843,,,,,,,,,,,
380,5.2,0.294598495423,0.294494573741,0.294577711087,0.294598495423,,,,,,,,,,,
400,5.9,0.294627544323,0.294362992806,0.294415903109,0.294362992806,,,,,,,,,,,
360,4.6,0.294423314076,0.294247650496,0.294282783212,0.294247650496,,,,,,,,,,,
380,5.5,0.293960545935,0.293815788226,0.293931594393,0.293960545935,,,,,,,,,,,
400,5.2,0.294551786644,0.293912143115,0.294040071821,0.293912143115,,,,,,,,,,,
400,7,0.293539057572,0.292659300246,0.293363106107,0.293539057572,,,,,,,,,,,
380,5.4,0.293491165281,0.293491165281,0.293491165281,0.293491165281,,,,,,,,,,,
380,5.1,0.293459575035,0.292944217064,0.293356503441,0.293459575035,,,,,,,,,,,
400,5.3,0.293427194321,0.293128568908,0.293367469238,0.293427194321,,,,,,,,,,,
360,4.7,0.293066420338,0.293066420338,0.293066420338,0.293066420338,,,,,,,,,,,
380,5,0.293582300719,0.292868212524,0.293011030163,0.292868212524,,,,,,,,,,,
400,5.4,0.29264110401,0.292518463328,0.292542991464,0.292518463328,,,,,,,,,,,
380,5.6,0.292391167463,0.292157983816,0.292344530733,0.292391167463,,,,,,,,,,,
400,5.7,0.294932058628,0.292024624324,0.292606111185,0.292024624324,,,,,,,,,,,
360,4.8,0.291576988183,0.291560354887,0.291573661524,0.291576988183,,,,,,,,,,,
380,5.7,0.291512092321,0.291343193495,0.291478312556,0.291512092321,,,,,,,,,,,
360,4.9,0.291488726419,0.291382109347,0.291403432761,0.291382109347,,,,,,,,,,,
400,5.5,0.291267891818,0.290880232217,0.291190359898,0.291267891818,,,,,,,,,,,
340,5.3,0.29113349658,0.29113349658,0.29113349658,0.29113349658,,,,,,,,,,,
400,7.4,0.290192884946,0.289745461895,0.290103400336,0.290192884946,,,,,,,,,,,
360,5,0.289373908352,0.288969741743,0.28929307503,0.289373908352,,,,,,,,,,,
360,5.4,0.289335564898,0.28926166056,0.289320784031,0.289335564898,,,,,,,,,,,
380,5.9,0.289389071411,0.289159548693,0.289205453236,0.289159548693,,,,,,,,,,,
340,5.4,0.288774799266,0.288746491532,0.288769137719,0.288774799266,,,,,,,,,,,
400,7.5,0.288523430846,0.288452067243,0.288466339963,0.288452067243,,,,,,,,,,,
360,5.5,0.288351711999,0.288219350652,0.288325239729,0.288351711999,,,,,,,,,,,
400,7.6,0.288241922423,0.288241922423,0.288241922423,0.288241922423,,,,,,,,,,,
360,5.1,0.287626482064,0.286974143943,0.28749601444,0.287626482064,,,,,,,,,,,
400,8,0.287469079232,0.287469079232,0.287469079232,0.287469079232,,,,,,,,,,,
